Nama_Dataset,Nama_Video_Mentah,Latihan,Kategori_Sumber,Camera_View,Subject_ID,Repetition_ID,Temporal_Index,Label_Biner,Status_Label,Source_Frame_Index,Timestamp_Sec,Tensor_Path,Label_Path
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,25,1,SALAH,35,1.1667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,26,1,SALAH,37,1.2333,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,27,1,SALAH,38,1.2667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,28,1,SALAH,40,1.3333,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,29,1,SALAH,41,1.3667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,30,1,SALAH,43,1.4333,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,31,1,SALAH,44,1.4667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,32,0,BENAR,46,1.5333,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,33,0,BENAR,47,1.5667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,34,1,SALAH,49,1.6333,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,35,1,SALAH,50,1.6667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,36,1,SALAH,52,1.7333,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,37,1,SALAH,53,1.7667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,38,1,SALAH,55,1.8333,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,39,1,SALAH,56,1.8667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,40,1,SALAH,58,1.9333,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,41,1,SALAH,59,1.9667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,42,0,BENAR,61,2.0333,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,43,1,SALAH,62,2.0667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,44,0,BENAR,63,2.1,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,45,0,BENAR,65,2.1667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,46,0,BENAR,66,2.2,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,47,0,BENAR,68,2.2667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,48,1,SALAH,69,2.3,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,49,1,SALAH,71,2.3667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,50,1,SALAH,72,2.4,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,51,1,SALAH,74,2.4667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,52,1,SALAH,75,2.5,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,53,1,SALAH,77,2.5667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,54,1,SALAH,78,2.6,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,55,1,SALAH,80,2.6667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,56,1,SALAH,81,2.7,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,Benchpress,Primer,Frontal,subjek01,rep1,57,1,SALAH,83,2.7667,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\tensors\BenchPress_001.npy,D:\Data-Aji\KULIAH\Tugas-Akhir\AttentiveSkel3D-WeightTraining-PoC\Release_V2_AttentiveSkel3D\data\v2_labels\BenchPress_001_labels.npy
